id,page number,product name,price,reviews,avg_rate,brand,desc,image
146,4,NIVEA MEN Fresh Active Antiperspirant Deodorant Roll-On - For Men - 50ml,جنيه 26.00,‎ 442 ‎ تقييمات موثقة للمنتج,جنيه 26.00,NIVEA MEN,يتميز مزيل العرق نيفيا للرجال بتركيبة فريدة تضمن لك انتعاش وحماية تدوم طوال اليوم، وهى تركيبة لطيفة برائحة البحر الجميلة والتى تعطي لجسمك انتعاش فورى وحماية من العرق والروائح الكريهة حتى 48 ساعة.,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/47/987712/1.jpg?0667
147,4,NIVEA MEN مزيل العرق فريش أكتيف - للرجال - 150 مل,جنيه 46.00,‎ 972 ‎ تقييمات موثقة للمنتج,جنيه 46.00,NIVEA MEN,يتميز مزيل العرق نيفيا للرجال بتركيبة فريدة تضمن لك انتعاش وحماية تدوم طوال اليوم، وهى تركيبة لطيفة برائحة البحر الجميلة والتى تعطي لجسمك انتعاش فورى وحماية من العرق والروائح الكريهة حتى 48 ساعة.,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/18/887712/1.jpg?4260
148,4,VGR ماكينة تشذيب الشعر الاحترافية مزوده بشاشة ليد,جنيه 255.00,‎ 530 ‎ تقييمات موثقة للمنتج,جنيه 255.00,VGR,في قوية شوب نوفر منتجات ذات قيمة أعلى، لنمنحك تجربة تسوق ممتعة، تضمن لك الراحة في الاختيار وتعدد اختياراتك.جميع منتجاتنا ذات جودة عالية، خبرتنا في سوق العمل وخدمة المستخدم مستمرة منذ سنين، نمنح مستخدمينا أعلى جودة مقابل أسعار في متناول الجميع، لا نبيع الا منتجات بجودة مضمونة ومجربة.,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/56/908712/1.jpg?1305
149,4,شرابات متعدده الألوان (15) قطعه - حريمي,جنيه 54.00 - جنيه 79.00,‎ 4472 ‎ تقييمات موثقة للمنتج,جنيه 54.00 - جنيه 79.00,,"AM-Shopهي علامة تجارية للأزياء متعدده المنتجات نمت في السوق المحلي بشكل كبير علي مدار اعوام من النجاح.
AM-Shop  تمتلك قدر كبير من المنتجات المهمه للأحتياجات اليوميه لكل أفراد الأسره التي تشمل :-
( أسكارف - أندروير - شرابات )
(هدفنا أفضل جوده بأقل سعر)
----------------------",https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/75/232002/1.jpg?2925
150,4,Nokia 106 - موبايل 1.8 بوصة ثنائي الشريحة - رمادي,جنيه 409.00,‎ 15 ‎ تقييمات موثقة للمنتج,جنيه 409.00,Nokia,"إمكانية التحدث طوال اليوم
يتميز موبايل نوكيا 106 ببطارية تدوم لأسابيع بين مرات الشحن حتى يمكنك التحدث لمدة أكثر من 15 ساعة بعد الشحن لمرة واحدة كما يمكنك استخدام شاحن يو اس بي قياسي.
تصميم متين
إن الموبايل مصنوع من خامة البولي كربونات المتينة لضمان قوة تحمله مع ألوان مدمجة وطبقة مانعة للخدوش كما يتميز بتصميم مدمج يتناسب مع قبضة يدك.
مناسب لحياتك الشخصية والعملية
يمكنك الاستمتاع بلعبة Snake Xenzia الكلاسيكية والألعاب التي يجب شرائها مثل Nitro Racing وDanger Dash وTetris والمزيد كما يسع حتى 2000 جهة اتصال و500 رسالة نصية.
المواصفات التقنية:
الشاشة
حجم الشاشة: 1.8 بوصة،10.0 سم مربع (~18.2% نسبة الشاشة إلى الجسم)
دقة الشاشة: 120 x 160 وحدات بكسل، 4:3 نسبة العرض إلى الارتفاع (~111 بكسل لكل بوصة)
نوع الشاشة: TFT، 65K لون
الكاميرا
كاميرا أمامية: غير متوفر
الذاكرة
الذاكرة الداخلية: رام 4 ميجا بايت، ذاكرة داخلية 4 ميجا بايت
منفذ بطاقة الذاكرة: غير متوفر
سجل الأرقام: متوفر
تسجيل مكالمات: متوفر
الصوت
أنواع التنبيه: الاهتزاز ونغمات مجسمة
مكبر الصوت: متوفر
منفذ سماعة 3.5 ملم: متوفر
مواصفات عامة
الشكل العام : Monoblock
شبكة 2G: GSM 900 / 900
بطاقة شريحة SIM: ثنائي الشريحة (ميني، وضع استعداد ثنائي)
الانترنت
GPRS: غير متوفر
Edge: غير متوفر
الشبكة المحلية اللاسلكية WLAN: غير متوفر
بلوتوث: غير متوفر
يو اس بي: microUSB v2.0 (للشحن فقط)
مواصفات
الرسائل: رسائل نصية قصيرة
متصفح الويب: غير متوفر
الراديو: راديو اف ام
نظام تحديد المواقع العالمي GPS: غير متوفر
الألعاب: متوفر
الجافا: غير متوفر
ضوء فلاش
الطاقة
البطارية: بطارية ليثيوم-آيون بقوة 800 مللي أمبير في الساعة قابلة للفك
الجسم
الأبعاد: 111.2 x 49.5 x 14.4 ملم
الوزن: 70.2 جرام
محتويات العبوة
Nokia 106
البطارية
شاحن
دليل المستخدم",https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/18/981762/1.jpg?7896
151,4,NIVEA Pearl & Beauty Antiperspirant Deodorant Roll-On - For Women - 50ml,جنيه 26.00,‎ 805 ‎ تقييمات موثقة للمنتج,جنيه 26.00,NIVEA,يتميز مزيل العرق Pearl Beauty للنساء من نيفيا بتركيبة مبتكرة بخلاصة اللؤلؤ تعطيك حماية فعالة لمدة 48 ساعة برائحة وانتعاش يدوم طويلاً بعيدة تماماً عن العرق والروائح الكريهة لتشعر براحة ونعومة وجاف.,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/57/987712/1.jpg?0409
152,4,مجموعة جوارب مكونه من (١٠ ) ازواج عاليه الجودة,جنيه 36.00 - جنيه 56.00,‎ 1252 ‎ تقييمات موثقة للمنتج,جنيه 36.00 - جنيه 56.00,,"ShopAM- هي علامة تجارية للأزياء متعدده المنتجات نمت في السوق المحلي بشكل كبير علي مدار اعوام من النجاح.
Shop AM- تمتلك قدر كبير من المنتجات المهمه للأحتياجات اليوميه لكل أفراد الأسره التي تشمل :-
( أسكارف - أندروير - شرابات )
(هدفنا أفضل جوده بأقل سعر)
----------------------",https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/95/833991/1.jpg?9265
153,4,Maxtella شوكولاته بندق سبريد 950 جرام,جنيه 77.00,‎ 642 ‎ تقييمات موثقة للمنتج,جنيه 77.00,Maxtella,"مكس تيلا شكولاتة بندق سبريد 950 جرام
منتج صحى ولذيذ للاطفال والكبار
متعدد الاستخدامات  مع الوافل والتوست والكيك والتورت وطواجن النوتيلا
منتج ذات جودة عالية مخصص للتصدير
برطمان 950 جرام",https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/54/852412/1.jpg?8804
154,4,Lipton Yellow Label Black Tea - 25 Tea Bags,جنيه 9.00,‎ 358 ‎ تقييمات موثقة للمنتج,جنيه 9.00,Lipton,"Grocery to your Doorstep!
If you're too busy to get to the grocery store, there are many ways for the grocery store to come to you! We are offering different food bundles providing all your everyday basics essentials to be shipped right to",https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/21/532722/1.jpg?5588
155,4,NIVEA رول مزيل العرق Invisible Black & White Silky Smooth - للنساء - 50 مل,جنيه 25.00,‎ 816 ‎ تقييمات موثقة للمنتج,جنيه 25.00,NIVEA,تمتعى بمزيل العرق Invisible Black & White Silky Smooth للنساء من نيفيا لبشرة ناعمة بعد إزالة الشعر، حيث يتميز بتركيبة مبتكرة من ملطفات البشرة ونسبة 0% من كحول الإيثيل لضمان بشرة ناعمة وحماية ضد العرق والروائح الكريهة حتى 48 ساعة مع حماية ضد البقع فالإسود يظل أسود والأبيض يظل أبيض.,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/39/887712/1.jpg?0363
156,4,Chefy Mix Tomato Ketchup - 1kg,جنيه 26.50,‎ 844 ‎ تقييمات موثقة للمنتج,جنيه 26.50,Chefy Mix,أحد أكثرالإضافات المطلوبة حاليا يمكن إضافتة إلى المقبلات والسلطات والأطباق الساخنة والصوصات المركبة,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/02/402622/1.jpg?6963
157,4,Rehana ريحانة خل طبيعي - 1 لتر,جنيه 7.95,‎ 547 ‎ تقييمات موثقة للمنتج,جنيه 7.95,Rehana,"Grocery to your Doorstep!
If you're too busy to get to the grocery store, there are many ways for the grocery store to come to you! We are offering different food bundles providing all your everyday basics essentials to be shipped right to you.",https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/08/038922/1.jpg?7062
158,4,Rehana ريحانة سكر- 1 كجم,جنيه 17.95,‎ 600 ‎ تقييمات موثقة للمنتج,جنيه 17.95,Rehana,"Grocery to your Doorstep!
If you're too busy to get to the grocery store, there are many ways for the grocery store to come to you! We are offering different food bundles providing all your everyday basics essentials to be shipped right to you.",https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/24/038922/1.jpg?6982
159,4,Clean & Clear غسول يومي للوجه، ناتشورال برايت- 50 مل,جنيه 14.04,‎ 341 ‎ تقييمات موثقة للمنتج,جنيه 14.04,Clean & Clear,"تركيبة الغسول اليومي للوجه ناتشورال برايت من كلين آند كلير رغوية وخالية من الزيوت وتساعد على منع ظهور البثور والحفاظ على ترطيب البشرة.
تم تصميم الغسول اليومي للوجه ناتشورال برايت من كلين آند كلير خصيصاً للبشرة الشابة والحساسة فهي غنية بماء الورد والعسل اللذين يزيلان الأوساخ والزيوت الزائدة والشوائب لمنح بشرتك تفتيحاً طبيعياً ومنع ظهور الرؤوس السوداء والبثور.
استخدمي الغسول اليومي للوجه ناتشورال برايت من كلين آند كلير يومياً لبشرة مشرقة وجميلة وصافية!
نبذة عن العلامة:كلين آند كلير، التابعة لعائلة شركات جونسون وجونسون للمنتجات الاستهلاكية، هي شركة عالمية للعناية بالبشرة مخصصة للفتيات المراهقات. نؤمن في كلين آند كلير بأن الجمال ينبع من الثقة بالنفس والارتياح والرضى عن الذات.
تم تأسيس كلين آند كلير عام 1957، وهي أول علامة توفر عناية بالبشرة مصممة خصيصاُ لتلبي احتياجات الفتيات اليافعات وتستمر اليوم بتوفير حلول فعالة وممتعة للحصول على بشرة جميلة نظيفة وصافية. تقدم كلين آند كلير مجموعة واسعة من المنتجات التي تساعد على تعزيز روتين عنايتك اليومية ببشرتك وتحافظ على إشراقتها.
وقت وكيفية الاستخدام:استخدميه يومياً للحصول على أفضل النتائج. ضعي بعضاً من السائل في يدك المبللتين وافركيهما معاً لتشكيل رغوة. دلكي الرغوة على وجهك بأكمله ثم اشطفي وجهك بالماء.
نصيحة للسلامة:للاستعمال الخارجي فقط. يُحفظ بعيداً عن متناول الأطفال. يُحفظ في مكان بارد وجاف وبعيداً عن أشعة الشمس.",https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/72/095712/1.jpg?0771
160,4,NIVEA Natural Fairness كريم الجسم والوجه - 100 مل,جنيه 23.00,‎ 581 ‎ تقييمات موثقة للمنتج,جنيه 23.00,NIVEA,يتميز كريم Natural Fairness بتركيبة خفيفة تعزز بشرتك وتحميها من أشعة الشمس الضارة UVA / UVB. كما أنه غني بمستخلص عرق السوس ومزيج من مستخلصات التوت ليقوم بالإمتصاص سريعاَ ويقوي البشرة للمساعدة في تقليل البقع والتصبغات وحماية وترطيب البشرة طوال اليوم.,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/60/987712/1.jpg?0424
161,5,NIVEA MEN Cool Kick Roll On Anti-Perspirant For Men - 50 Ml,جنيه 26.00,‎ 122 ‎ تقييمات موثقة للمنتج,جنيه 26.00,NIVEA MEN,"NIVEA MEN Cool Kick Deodorant for Men instantly offers me a great feeling of vitalizing freshness while it protects me reliably all day long.

The mild Cool-Care formula vitalizes the body pleasantly and regulates transpiration effectively. NIVEA MEN Cool Kick,Deodorant for Men has a stimulating scent which provides long-lasting fresh feeling.

At NIVEA weve got a vast selection of soaps, shower gels, bath additives, deodorants, creams, lotions, milks and a lot more. If youre looking for products to help improve the healthy look or glow of your skin, weve got you covered! Take a look now and discover the ideal NIVEA product for your needs and preferences. We have products for both men and women including shaving items and deodorants for all of your personal hygiene requirements.

NIVEA MEN, it starts with you!",https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/99/742622/1.jpg?8347
162,5,American Eagle Low Cut Socks 5-Pack - Charcoal,جنيه 175.00,‎ 161 ‎ تقييمات موثقة للمنتج,جنيه 175.00,American Eagle,"تقدم أمريكان إيجل منذ عام 1977 مجموعة متنوعة من الملابس والإكسسوارات المتخصصة للرجال والنساء والتي تعبر عن الذات وتمكن عملائنا من الاحتفال بأناقتهم المتميزة عن غيرهم والتعبير عن ذاتهم. أكدت العلامة التجارية ريادتها في مجال الجينز من خلال إنتاج أقمشة مبتكرة مع خيارات لجميع الأنماط وتناسب كل الاذواق باسعار مناسبة. هدفنا الأساسي ليس تصنيع الملابس وحسب، بل هو بناء علاقات حقيقية مع الأشخاص الذين يرتدون ملابسنا.
Since 1977, American Eagle has offered an assortment of specialty apparel and accessories for men and women that enables self-expression and empowers our customers to celebrate their individuality. The brand has broadened its leadership in jeans by producing innovative fabric with options for all styles and fits for all at a value. We aren’t just passionate about making great clothing, we’re passionate about making real connections with the people who wear them.",https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/19/032412/1.jpg?5112
163,5,AM-Shop Bundle Of (10) Basic Socks Sign - High Quality,جنيه 64.00,‎ 919 ‎ تقييمات موثقة للمنتج,جنيه 64.00,AM-Shop,"ShopAM- هي علامة تجارية للأزياء متعدده المنتجات نمت في السوق المحلي بشكل كبير علي مدار اعوام من النجاح.
Shop AM- تمتلك قدر كبير من المنتجات المهمه للأحتياجات اليوميه لكل أفراد الأسره التي تشمل :-
( أسكارف - أندروير - شرابات )
(هدفنا أفضل جوده بأقل سعر)
----------------------",https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/29/055412/1.jpg?8747
